author,text,hashtags,likes,retweets,replies,views,created_at,url
Aurum,"Imagine getting the chance to buy  $PNUT  under 10M

Or $ CHILLGUY  under 10M

You'd throw everything you had at it right?  $KAKA  is currently 6M

The team is absolutely stacked with killers, with 10 and 9 figures launches under their belts 

The first 100M token on Bonk is sitting",,52,24,13,3996,2025-05-24T15:41:16.000Z,https://x.com/AURUM_TRADES/status/1926302486094131204
CHILLGUY on SOL,#CHILLGUY  IS A SLEEPING GIANT,#CHILLGUY,116,12,5,1512,2025-05-25T10:15:32.000Z,https://x.com/chillguy4life/status/1926582899563786694
Coolmath Games,"it gets to a point.

( chill guy  art credit to  @PhillipBankss )",,724,61,16,16622,2024-11-26T20:57:02.000Z,https://x.com/TheRealCoolmath/status/1861514522516680966
Joanna,My son is a  #Chillguy .,#Chillguy,72,8,5,1932,2025-05-31T22:29:31.000Z,https://x.com/fowler_joa10070/status/1928941939790921888
The Assertive Guy,God is watching & Karma is inevitable.  @ElvishYadav #ElvishYadav #ElvishArmy,"#ElvishYadav,#ElvishArmy",0,0,0,0,2025-06-02T10:47:26.000Z,https://x.com/SabChillHaiBro/status/1929490032701718897
youngjae pics,Chill Guy,,0,0,0,0,2025-05-25T11:02:01.000Z,https://x.com/picyoungjae/status/1926594599813775380
just a chill guy | fan page,just a  chill guy  doing some last minute Christmas gift shopping.,,485,85,30,17454,2024-12-24T15:37:03.000Z,https://x.com/chillguycto/status/1871580856642593198
Crypto Analyst,$ chillguy  soon $.30,,0,0,0,0,2025-06-02T13:46:30.000Z,https://x.com/CryptoA40672341/status/1929535093732737429
Potto,"#CHILLGUY  WILL HIT $1.

INEVITABLE.

JUST A  #CHILLGUY  

ENGAGE AND FOLLOW IF YOU AGREE AND YOULL GET ONE BACK ","#CHILLGUY,#CHILLGUY",93,17,5,1597,2025-06-01T12:55:36.000Z,https://x.com/pottocrypto/status/1929159896563433698
chill guy | fan page,your daily reminder to  chill  out.,,105,19,4,2972,2025-06-02T02:45:17.000Z,https://x.com/chillguyx/status/1929368693873541611
jan 𓈒 ˖ ࣪ 𝜗𝜚 DUH! | no genre,"riwoo is a  chill guy  

250601  #BOYNEXTDOOR #보이넥스트도어 #리우 #RIWOO #リウ","#BOYNEXTDOOR,#보이넥스트도어,#리우,#RIWOO,#リウ",653,95,5,13628,2025-06-01T13:35:56.000Z,https://x.com/myungjaearchive/status/1929170048402477412
chill guy | fan page,Unbothered. Moisturized. Happy. In My Lane. Focused. Flourishing.,,2235,315,48,84166,2024-12-03T23:41:59.000Z,https://x.com/chillguyx/status/1864092748585848934
chill guy | fan page,patiently waiting for her to make the first move cause i’m really just a  chill guy,,429,48,16,65275,2024-11-22T05:34:40.000Z,https://x.com/chillguyx/status/1859832849609949399
philb,my new plushie. his whole deal is he's a  chill guy  who lowkey would love for you to take him home  http:// -guy …,,0,0,0,0,2024-12-10T22:12:00.000Z,https://x.com/PhillipBankss/status/1866606821416337592
chill guy | fan page,just a  chill guy  who's ready for another character building weekend.,,243,27,7,10879,2025-01-04T09:52:02.000Z,https://x.com/chillguyx/status/1875480297166287058
0xDarius,#chillguy  going viral. chillguy  traders lowkey  chill  nonchalant type shi.,#chillguy,323,50,31,18580,2024-11-18T22:33:36.000Z,https://x.com/0x_Darius/status/1858639722362568792
Family Guy Clips,Quagmire has no  chill  .,,2609,117,12,195045,2025-06-01T13:13:25.000Z,https://x.com/Petre_clipz_/status/1929164381847187718
Danny André,#chillguy #SOL #memecoins  Looking super bullish ,"#chillguy,#SOL,#memecoins",80,24,9,3584,2025-05-24T17:33:31.000Z,https://x.com/signalwolf1/status/1926330736761536787
just a chill guy | fan page,"your honor, my client was just being a  chill guy .",,293,47,27,6630,2025-03-17T10:35:49.000Z,https://x.com/chillguycto/status/1901583244677484797
chill guy | fan page,i’m just a  chill guy —couldn’t be bothered.,,416,72,22,21485,2024-12-11T23:07:09.000Z,https://x.com/chillguyx/status/1866983087235596507
just a chill guy | fan page,just a  chill guy  in a world full of chaos.,,272,54,42,20592,2025-02-20T21:45:00.000Z,https://x.com/chillguycto/status/1892691951297667131
KNIGHT,#chillguy  looking forq 0.05$ for a bounce,#chillguy,87,8,10,6561,2025-05-31T10:49:10.000Z,https://x.com/cryptoknight890/status/1928765694625104009
KNIGHT,#CHILLGUY  THIS SETU WILL BE SEXYYYY IF WE GET,#CHILLGUY,123,15,2,13529,2025-05-29T07:20:23.000Z,https://x.com/cryptoknight890/status/1927988375337746454
just a chill guy | fan page,just a  chill guy  waiting for his friend to catch a breath so we can continue climbing the mountain.,,1003,133,64,34979,2024-12-16T23:57:28.000Z,https://x.com/chillguycto/status/1868807688043610260
just a chill guy | fan page,"sunday  chill  day, touch some grass.",,528,59,26,8346,2025-05-25T09:18:57.000Z,https://x.com/chillguycto/status/1926568659570352186
just a chill guy | fan page,"even in the 'crime cycle', be a  chill guy  who does the right thing.",,296,58,42,9976,2025-02-05T03:12:01.000Z,https://x.com/chillguycto/status/1886976043115847979
CryptoFayZ,$ CHILLGUY  will solve all ur problems  #chillguy,#chillguy,133,30,4,5721,2025-05-27T13:43:41.000Z,https://x.com/Crypto_Fayz/status/1927360060423872601
Close Leprd,Quarry backdrop ele on a  chill guy,,70,13,13,2314,2025-05-27T23:13:17.000Z,https://x.com/tehleprd999/status/1927503405125144791
just a chill guy | fan page,"when your friend is shilling you something that you know is a rug

but you're just a  chill guy  so you hear him out anyway.",,869,133,77,42706,2024-11-29T23:29:37.000Z,https://x.com/chillguycto/status/1862640087323804027
FreenBecky&Chill,Have you  guys  noticed the way Freen was looking at Becky during her speech? I can’t get over the way she got snapped out of her thoughts when Becky turned and looked at her  #FreenBecky #ฟรีนเบค #srchafreen #Beckysangels,"#FreenBecky,#ฟร,#srchafreen,#Beckysangels",3484,747,13,51072,2025-05-24T09:47:52.000Z,https://x.com/FBandChill/status/1926213549312884741
just a chill guy | fan page,football players and fans love  chill guy .,,421,62,11,14179,2025-05-03T23:18:02.000Z,https://x.com/chillguycto/status/1918807289751916691
chill guy | fan page,just a  chill guy  who just cant hear very well,,279,43,4,14921,2024-12-18T10:14:02.000Z,https://x.com/chillguyx/status/1869325239307362428
just a chill guy | fan page,"while waiting for fish to bite, you need to remain very  chill .",,1025,194,88,43108,2024-11-25T14:19:54.000Z,https://x.com/chillguycto/status/1861052194641924252
just a chill guy | fan page,"take a break from the charts, get some fresh air.",,257,45,39,9718,2025-02-02T16:01:21.000Z,https://x.com/chillguycto/status/1886082486419038468
USA Signal,Pay attention to $ CHILLGUY #ChillGuy  has formed accumulation box on daily timeframe  Expecting Another 70%-150% Bullish Rally from here  Free Signals Group:  https:// zc0 … #Crypto #CHILLGUYUSDT #cryptocurrency,"#ChillGuy,#Crypto,#CHILLGUYUSDT,#cryptocurrency",93,26,3,2255,2025-06-02T18:18:40.000Z,https://x.com/JamesBitunix/status/1929603586872238330
Masc,"Here we go with another bear trap for the non  #chillguy  ’s 

Remember you’re buying for medium to long term hold and you’re never going to time the bottom of any chart. So all you gotta do is buy, DCA and  chill  thru it all. 

Don’t over complicate crypto.",#chillguy,98,18,6,1901,2025-05-25T16:11:09.000Z,https://x.com/Mascaroo7/status/1926672394271277084
Coinbase Guy,Day 162 of posting  #CHILLGUY  until he gets listed on  @coinbase . #SpotListing,"#CHILLGUY,#SpotListing",70,18,3,530,2025-06-02T21:00:35.000Z,https://x.com/CoinbaseGuy/status/1929644337618735372
Braden ‍,Just a  chill guy  waiting for a Wirtz and Kerkez “Here We Go”,,5194,281,18,143230,2025-05-24T18:47:03.000Z,https://x.com/Braden_LFC/status/1926349242060169365
just a chill guy | fan page,"i'm really just a  chill guy  at the end of the day. CHILLGUY coolly inches towards its previous ATH, while VIRTUAL continues its impressive 7-day run.

MOODENG, LINK & OFS also saw high trading volumes over the past day.

Trade onchain with great prices: ",,515,94,24,28541,2024-12-04T07:36:13.000Z,https://x.com/chillguycto/status/1864212092963762680
NFTKhaoz,It’s a pretty  #Chillguy  weekend and not much going on so just holding for next week ,#Chillguy,71,12,5,1571,2025-06-01T04:30:18.000Z,https://x.com/NftKhaoz/status/1929032735009513568
·,the  chill guy 's entrance  #도겸 hey! long time no see! dokyeomie  hello hello!,#도겸,0,0,0,0,2025-06-02T14:57:18.000Z,https://x.com/kyeomdaily/status/1929552914764230908
TOMMY.CRYPTO,The face you make when you a  chillguy  whale.,,86,13,5,951,2025-06-02T16:56:36.000Z,https://x.com/tommydotcrypto/status/1929582933850898460
just a chill guy | fan page,unbothered. moisturized. happy. in my lane. focused. chilling.,,663,109,56,477,2024-12-22T04:46:02.000Z,https://x.com/chillguycto/status/1870692246678368302
Dragon,#ChillGuy  will be the best meme of this year! Day 20 of posting  #chillguy #chillguy  until it gets listed on  @binance @binance #SpotListing #SpotListing,"#ChillGuy,#chillguy,#chillguy,#SpotListing,#SpotListing",0,0,0,0,2025-06-01T12:59:58.000Z,https://x.com/DragonInvestX/status/1929160997480075613
just a chill guy | fan page,just a  chill guy  fighting for solana and memecoins.,,1148,191,84,37539,2025-01-18T18:39:24.000Z,https://x.com/chillguycto/status/1880686445213733026
just a chill guy | fan page,did santa's chillest helper get you the gift you wanted?,,542,85,42,19663,2024-12-25T22:35:02.000Z,https://x.com/chillguycto/status/1872048433072087492
Chill Pingu,"The  #Chillguy  run will be diabolical. Biblical, if you will.",#Chillguy,46,8,2,465,2025-06-02T19:19:45.000Z,https://x.com/TheRealPingu1/status/1929618959047053419
chill guy | fan page,2046 my year fr.,,85,11,4,1916,2025-06-01T14:14:00.000Z,https://x.com/chillguyx/status/1929179627932770472
rdpahalavan,Day 1 of posting  chill guy  pics until:  $ CHILLGUY  hits $1B market cap  Listed on  @coinbase  Listed on  @binance Current price: $0.068 | Market cap: $68M @chillguycto #chillguy,#chillguy,111,33,6,2457,2025-06-01T17:24:46.000Z,https://x.com/rdpahalavan/status/1929227636284457016
jonny,Stop clicking. Start chilling. Chillions  #chillguy,#chillguy,242,53,17,10125,2024-12-29T13:12:14.000Z,https://x.com/swapdifferent/status/1873356354049679781
just a chill guy | fan page,"a  chill guy  is never late, nor is he early, he arrives precisely when he means to.",,868,157,50,32738,2024-12-23T15:08:06.000Z,https://x.com/chillguycto/status/1871211186534154634
TheoTrader,"#ChillGuy Chilling at support after a -60% dump.

Wouldn’t be surprised if we see a Binance listing soon, 

this  guy  is just too  chill  to ignore",#ChillGuy,515,119,40,49420,2024-11-23T10:23:17.000Z,https://x.com/theo_crypto99/status/1860267870820647175
chill guy | fan page,Going to the movies by myself because I’m just a  chill guy  who enjoys the magic of cinema,,6389,801,150,575768,2024-11-27T11:16:41.000Z,https://x.com/chillguyx/status/1861730860434592127
rooster.finance,"#chillguy  with the bullish momentum 

Solana memecoin binance 100x Fartcoin wif popcat pnut",#chillguy,78,18,5,961,2025-06-02T13:47:02.000Z,https://x.com/steveffinR/status/1929535231675007140
Justpit,"Once market will rip hard, this one goes to $0.15-$0.2 #CHILLGUY",#CHILLGUY,99,21,2,3903,2025-05-29T08:49:16.000Z,https://x.com/Justpit5/status/1928010742436941900
chill guy | fan page,When you could retire on a golf course but you decide to Make America Great Again because you're a  Chill Guy .,,8659,1823,912,7395471,2024-11-28T19:42:43.000Z,https://x.com/chillguyx/status/1862220599449239928
just a chill guy | fan page,"the crypto space has been set on fire, but we've got plenty of  chill guys  around to extinguish this.",,282,54,27,9308,2025-02-18T00:03:34.000Z,https://x.com/chillguycto/status/1891639657793819095
BSC Gems Alert,"Coinbase   #Coinbase  Should list ______??
(1)  $MASK (2)  $KAS (3)  $Troll (4)  #BABYDOGE (5)   $PI (6)  $DOG  
(7)  $VINE  
(8)  #chillguy  
(9)  $PAWS (10)  $BONK (11)   #MOODENG (12)  $VRA (13)  $PONKE (14)  $BRETT (15)","#Coinbase,#BABYDOGE,#chillguy,#MOODENG",833,169,740,86435,2025-06-01T16:33:07.000Z,https://x.com/BSCGemsAlert/status/1929214637926437155
Date Everything!,"A big  guy  with a relaxed,  chill  and lovable vibe - it’s what you’d expect from seeing Koa!   Moses Goods  Play the demo on Steam!",,570,38,5,18185,2025-05-30T15:08:14.000Z,https://x.com/DateEverything/status/1928468499678023990
Chef Crypto,"the longer the consolidation the more violent the pop. #chillguy  is going to melt faces.

relax the mind, be a  chill guy .

you will be rewarded.",#chillguy,392,65,25,18898,2024-11-30T18:26:28.000Z,https://x.com/chefcrypto_/status/1862926182376726990
///Steki,"MOMMA WE MADE IT!  @FOXBUSINESS #CHILLGUY , THE ULTIMATE NORMIE RETAIL PVE COIN

SHOUT OUT CHADETTE  @charleneswoods",#CHILLGUY,462,157,72,40617,2024-12-03T07:36:52.000Z,https://x.com/stekisteks/status/1863849872493056051
Crypto Analyst,"I am longing $ chillguy  .
Big pump coming .",,112,16,28,8404,2025-05-24T16:08:51.000Z,https://x.com/CryptoA40672341/status/1926309426765451557
Scylla,For my friends in the doom community. If you haven’t bought a ranger skin from this  guy . Please don’t. I did and now regret it. This  guy  was  chill  at first then did a 180 and became a homophobic asshole. Absolutely unwelcome in the Doom community. The slayer would be ashamed,,186,40,16,5886,2025-06-02T02:14:18.000Z,https://x.com/Scylla_crab/status/1929360897723568547
CRYPTOMOJO_TA,"$ CHILLGUY  is holding strong!

Price is respecting the ascending trendline and gearing up for a breakout.
A move above that top resistance could open the gates to $0.13

Entry zone: $0.086–$0.088
Stop-loss: $0.080
Looks like a clean setup with a good risk-reward. 
Just manage your",,76,12,5,1792,2025-05-24T09:44:42.000Z,https://x.com/CRYPTOMOJO_TA/status/1926212755834486947
Mannuel Crypto,#Chillguy  at 0.08$ ,#Chillguy,0,0,0,0,2025-05-25T16:49:01.000Z,https://x.com/mannuelcrypto/status/1926681925604839563
just a chill guy | fan page,"they chase the charts i just  chill  and recline, i'm just a  chill guy SERIOUS THOUGHT.

This Chill Guy meme is being used by everyday people (I'm seeing many people NOT IN CRYPTO using this meme on Instagram)..

More than I have EVER seen them use Pepe (if they ever even did)..

Pepe was a more niche 4 chan/ Reddit nerd thing..

Hmm, interesting",,394,88,24,22584,2024-12-03T17:56:57.000Z,https://x.com/chillguycto/status/1864005918402490726
CUPRA KIRO,Just a  chill guy  ya know.  #ShanghaiEPrix #FormulaE,"#ShanghaiEPrix,#FormulaE",0,0,0,0,2025-05-31T07:03:04.000Z,https://x.com/KiroRaceCo/status/1928708790569832557
MB Ramesh Nayak,Bookings Chusthunte Goosebumps A Vasthunayi Offline And Online Hype Mamul Ga Ledhu Roaaiiii Let's Enjoy   Chill Guy 's #Khaleja4K @urstrulyMahesh #Khaleja4KFromMay30th,"#Khaleja4K,#Khaleja4KFromMay30th",1591,357,14,25311,2025-05-24T11:16:04.000Z,https://x.com/Mbramesh_4005/status/1926235747335442942
videos with no chill,aint no way this  guy  punched a dude that wasnt resisting,,13714,751,1799,6542275,2025-05-25T18:47:10.000Z,https://x.com/nochillvidz_/status/1926711657843023997
just a chill guy | fan page,build towards making the world around you as  chill  as possible.,,212,32,19,6034,2025-03-20T23:12:31.000Z,https://x.com/chillguycto/status/1902860836122587372
just a chill guy | fan page,"no matter what,  chill guy  will always be there for you when you need him.",,546,104,59,19500,2025-01-19T15:05:35.000Z,https://x.com/chillguycto/status/1880995021845139612
Chef Crypto,"not to mention, in these 2 months,  chill guy  has secured listings on almost every t1 exchange.

the path of  chill  isn’t always easy... but the reward will be chiller than you could imagine. today marks 2 months since CHILLGUY graduated from  @pumpdotfun @pumpdotfun .

since then, a lot has happened:  our holder base grew to 137.5k people",,231,54,23,4357,2025-01-16T17:38:13.000Z,https://x.com/chefcrypto_/status/1879946272322515328
just a chill guy | fan page,just a  chill  cat that wants all of your attention.,,247,34,18,5104,2025-03-24T00:03:17.000Z,https://x.com/chillguycto/status/1903960774395011248
///Steki,WHEN YOU REALIZE THAT  #CHILLGUY  IS A BILLION DOLLAR MC NORMIE/RETAIL NUCLEAR ONBORDING GATEWAY TO CRYPTO CATALYST COIN LARPING AS A 340M MC COIN BECAUSE YOURE  CHILL  AF.,#CHILLGUY,418,92,92,16780,2024-12-15T19:32:23.000Z,https://x.com/stekisteks/status/1868378592742408291
"Wizard Of SoHo (,)","Bought more  chill guy  

hearing some  chill  things 

and also cuz i am just a  chill guy",,666,93,108,50142,2024-11-22T12:16:40.000Z,https://x.com/wizardofsoho/status/1859934016549577154
CHILLGUY on SOL,"Still figuring it all out, but today I’m just soaking in the moment. Happy bday to the  chill guy .",,0,0,0,0,2025-05-24T23:56:42.000Z,https://x.com/chillguy4life/status/1926427164695576648
Unique Aliens,"Buy in May, go away

Come back in June, watch it bloom

Sell in July, dont tell a lie #Bitcoin  

(May is a popular saying, but i made up the rest to match it)  Im just a  chill guy #chillguy","#Bitcoin,#chillguy",22,4,2,640,2025-05-24T13:35:57.000Z,https://x.com/UniqueAliensNFT/status/1926270951118791096
BullishDav,Did you know that  @blknoiz06  has always been a  chill guy ?,,86,24,6,705,2025-05-28T15:07:25.000Z,https://x.com/BullishDav/status/1927743517754855873
SwapSpace, New listing - $ CHILLGUY  is now available on SwapSpace @chillguycto  is a meme character that's all about being super relaxed and not caring much about anything.  Go to our platform to exchange  CHILLGUY  at the most favorable rates -  https:// guy?utm_source=twitter&utm_medium=social&utm_campaign=listing … #listing #swap,"#listing,#swap",226,66,24,10861,2024-11-24T13:44:57.000Z,https://x.com/SwapSpaceCo/status/1860681009920127449
Harsh Dwivedi | Building Medial,"Made this  Chill Guy  tool today.
Enter your X username and find out how  chill  you are..

Also share it on twitter too.",,2851,8053,311,3540316,2024-11-24T13:30:57.000Z,https://x.com/harsh_dwivedi7/status/1860677486339817522
Whale Satoshi,Which  #crypto  token will make the biggest comeback?  $SHIB $FLOKI $TURBO #CHILLGUY #ZEREBRO #BABYDOGE $NOT $AVA $MEW $WEN $QUACK $PIT $VOLT $PIPPIN,"#crypto,#CHILLGUY,#ZEREBRO,#BABYDOGE",203,53,135,10968,2025-05-29T05:51:21.000Z,https://x.com/WhaleSatoshi/status/1927965969151889847
Chillguy | Meme,Am I doing this right ?  CHILL GUY $MASK,,338,49,32,9502,2025-05-31T23:31:08.000Z,https://x.com/ChillguyERC20/status/1928957446036271604
///Steki,"CHILL GUY  ISNT JUST A FUNNY NONCHALANT CHARACTER CHILL GUY  REPRESENTS A MOVEMENT, A MINDSET SHIFT TO INSPIRE YOU AND SHED LIGHT ON A PERSPECTIVE THAT MANY TIMES CAN BE MISCONSTRUED.

AS  CHILL GUYS , MANY TIMES WE BRUSH THINGS OFF, OPPORTUNITIES, DREAMS, HAPPINESS.

BUT THE FIGHT",,339,97,93,21229,2024-11-19T20:12:49.000Z,https://x.com/stekisteks/status/1858966682531733966
𝘽𝙖𝙡𝙙𝙧,"Why  #revolut  accumulated so much  CHILLGUY  ?

Francesca Carlesi is the ceo of Revolut UK, wef member and a  young global leader for italy-us Council 2013.

She connected to the current president of FIFA who is also Italian and a member of world economic forum

Do they have some",#revolut,114,23,6,9468,2025-05-25T14:52:57.000Z,https://x.com/Raptorj69/status/1926652714009661711
Kavell Kavon,$ZBCN  HOLDERS I HOPE YOU ARE PAYING TO ZEBECIAN  $ZBEC  WHICH IS OUR NEW COMMUNITY TOKEN… THE INTERNET IS SAYING IT COULD BE THE NEXT  CHILLGUY  AND TODAY  $ZBEC  IS TRENDING #3 on PHANTOM… THE ZEBEC ARMY IS POWERFUL,#3,56,13,14,2569,2025-06-02T18:36:20.000Z,https://x.com/kavellkavon/status/1929608036206682336
Whale Satoshi,"Coinbase   #Coinbase  Should list ______??
(1)  $MASK (2)  $KAS (3)  $Troll (4)  #BABYDOGE (5)   $PI (6)  $DOG  
(7)  $VINE  
(8)  #chillguy  
(9)  $PAWS (10)  $BONK (11)   #MOODENG (12)  $VRA (13)  $PONKE (14)  $BRETT (15)","#Coinbase,#BABYDOGE,#chillguy,#MOODENG",295,58,236,15759,2025-06-02T02:35:59.000Z,https://x.com/WhaleSatoshi/status/1929366354186080389
Crypto GVR,DAY 8 #chillguy  at 0.087$  DAY 7 #chillguy #chillguy  at 0.098$   x.com/gvrcalls/statu…,"#chillguy,#chillguy,#chillguy",204,38,26,77931,2025-05-24T16:00:02.000Z,https://x.com/GVRCALLS/status/1926307209555615847
just a chill guy | fan page,sunday shenanigans chill  and breathe some fresh air.,,265,50,50,9466,2025-01-27T00:15:05.000Z,https://x.com/chillguycto/status/1883670025116274975
Chill House,"chillguy  wants u to gamble on sketchy off shore websites and take all ur money 

don’t let him win",,0,0,0,0,2025-06-02T17:45:03.000Z,https://x.com/ChillHouseSOL/status/1929595127913164981
Fishmonger,"Never played a single Street Fighter, but thought Akuma was supposed to be this raging demon  guy , he seems pretty  chill  actually 環境豪鬼の生態行動集…？を投稿しました。
生態…というより人間観察記録ですがね…！ https://youtu.be/JH9ey0MmCVc https://",,58171,2515,352,2727421,2025-05-31T17:35:25.000Z,https://x.com/Tendiemonger/status/1928867929136787852
Albert | KatruGuma,Matia Kasaija is such a  chill guy,,434,74,14,27346,2025-06-02T12:39:22.000Z,https://x.com/albertKatruGuma/status/1929518200934346955
Ashiz // Artist // (COMMISSIONS CLOSED),Chill  porcelain  guy  but make it inspired by the renaissance #PorcelainMade,#PorcelainMade,132,10,2,4937,2025-05-29T15:48:45.000Z,https://x.com/AshIzFalling/status/1928116309339803818
just a chill guy | fan page,just a  chill guy  who yearns for the mines.,,287,36,15,5541,2025-04-09T10:41:00.000Z,https://x.com/chillguycto/status/1909919470342090767
L E S E D I,I'm just a  chill guy  who supports Chelsea ,,651,83,28,15352,2025-05-28T21:16:29.000Z,https://x.com/_Hybreed_/status/1927836398280695920
